1|34|그러나|부||A|but/however|*그러나* 사실은|but the truth is|*그러나* 이미 늦었다|but it's already late|어렵다. *그러나* 해보자|it's hard. but let's try|audio/row1_chunk1.wav|audio/row1_chunk2.wav|audio/row1_chunk3.wav
2|83|이런01|관||A|this kind of|*이런* 일|this kind of matter|*이런* 사람|this kind of person|*이런* 기회|this kind of opportunity|audio/row2_chunk1.wav|audio/row2_chunk2.wav|audio/row2_chunk3.wav
3|95|함께|부||A|together|가족과 *함께*|together with family|*함께* 가다|to go together|우리 *함께*|we together|audio/row3_chunk1.wav|audio/row3_chunk2.wav|audio/row3_chunk3.wav
4|104|나다01|동||A|to occur/arise|생각이 *나다*|to remember|불이 *나다*|a fire breaks out|냄새가 *나다*|to smell|audio/row4_chunk1.wav|audio/row4_chunk2.wav|audio/row4_chunk3.wav
5|117|여러|관||A|several/various|*여러* 나라|several countries|*여러* 번|several times|*여러* 가지|various kinds|audio/row5_chunk1.wav|audio/row5_chunk2.wav|audio/row5_chunk3.wav
6|121|버리다01|보||A|to end up (doing)|잊어 *버리다*|to completely forget|먹어 *버렸다*|ended up eating it|잃어 *버리다*|to lose (something)|audio/row6_chunk1.wav|audio/row6_chunk2.wav|audio/row6_chunk3.wav
7|127|가장01|부||A|most|*가장* 빠르다|to be the fastest|*가장* 좋아하다|to like the most|*가장* 큰 문제|the biggest problem|audio/row7_chunk1.wav|audio/row7_chunk2.wav|audio/row7_chunk3.wav
8|167|내다02|동|길을 ~|A|to make/produce|소리를 *내다*|to make a sound|시간을 *내다*|to make time|길을 *내다*|to clear a path|audio/row8_chunk1.wav|audio/row8_chunk2.wav|audio/row8_chunk3.wav
9|178|사이01|명||A|between/relationship|친구 *사이*|between friends|건물 *사이*|between buildings|둘 *사이*가 좋다|they have a good relationship|audio/row9_chunk1.wav|audio/row9_chunk2.wav|audio/row9_chunk3.wav
10|182|내다02|보|참아 ~|A|to manage to do|끝내 *내다*|to finish off|이겨 *내다*|to overcome|참아 *냈다*|managed to endure|audio/row10_chunk1.wav|audio/row10_chunk2.wav|audio/row10_chunk3.wav
11|208|역사04|명|歷史|A|history|한국의 *역사*|history of Korea|오랜 *역사*|long history|*역사*를 배우다|to learn history|audio/row11_chunk1.wav|audio/row11_chunk2.wav|audio/row11_chunk3.wav
12|210|이제01|부||A|now|*이제* 그만|stop now|*이제* 다 됐다|it's all done now|*이제* 어디 가?|where are you going now?|audio/row12_chunk1.wav|audio/row12_chunk2.wav|audio/row12_chunk3.wav
13|243|내리다01|동|눈이 ~|A|to fall/get off|비가 *내리다*|it's raining|버스에서 *내리다*|to get off the bus|값이 *내렸다*|the price fell|audio/row13_chunk1.wav|audio/row13_chunk2.wav|audio/row13_chunk3.wav
14|289|묻다03|동|길을 ~|A|to ask|길을 *묻다*|to ask for directions|선생님께 *물어보자*|let's ask the teacher|이름을 *물었다*|asked the name|audio/row14_chunk1.wav|audio/row14_chunk2.wav|audio/row14_chunk3.wav
15|311|서로01|부||A|each other|*서로* 돕다|to help each other|*서로* 사랑하다|to love each other|*서로* 다른 생각|different thoughts from each other|audio/row15_chunk1.wav|audio/row15_chunk2.wav|audio/row15_chunk3.wav
16|327|떠나다|동||A|to leave|여행을 *떠나다*|to go on a trip (leave for travel)|고향을 *떠나다*|to leave one's hometown|멀리 *떠났다*|left for a far place|audio/row16_chunk1.wav|audio/row16_chunk2.wav|audio/row16_chunk3.wav
17|370|이제01|명||A|now/the present|*이제*부터 시작|starting from now|*이제*야 알았다|just found out now|*이제* 그만해|stop it now|audio/row17_chunk1.wav|audio/row17_chunk2.wav|audio/row17_chunk3.wav
18|371|교수06|명|敎授|A|professor|대학 *교수*|university professor|*교수*님 말씀|professor's words|*교수*직|professorship|audio/row18_chunk1.wav|audio/row18_chunk2.wav|audio/row18_chunk3.wav
19|377|돌아오다|동||A|to return/come back|집에 *돌아오다*|to come home|제자리로 *돌아오다*|to return to one's place|곧 *돌아올게*|I'll come back soon|audio/row19_chunk1.wav|audio/row19_chunk2.wav|audio/row19_chunk3.wav
20|393|매우01|부||A|very/greatly|*매우* 중요하다|very important|*매우* 덥다|very hot|*매우* 기쁘다|very happy|audio/row20_chunk1.wav|audio/row20_chunk2.wav|audio/row20_chunk3.wav
21|439|그리다02|동|그림을 ~|A|to draw/paint|그림을 *그리다*|to draw a picture|얼굴을 *그렸다*|drew a face|지도에 *그리다*|to draw on a map|audio/row21_chunk1.wav|audio/row21_chunk2.wav|audio/row21_chunk3.wav
22|512|학년|명|學年|A|school grade/year|일 *학년*|first grade|저*학년*|lower grades|*학년*이 올라가다|to move up a grade|audio/row22_chunk1.wav|audio/row22_chunk2.wav|audio/row22_chunk3.wav
23|513|신문10|명|新聞|A|newspaper|*신문*을 읽다|to read the newspaper|오늘 *신문*|today's paper|*신문* 기자|newspaper reporter|audio/row23_chunk1.wav|audio/row23_chunk2.wav|audio/row23_chunk3.wav
24|514|가지다|보||A|to keep (progressive)|살아 *가지고*|to be living|돈을 *가져* 가다|to take money|그걸 *가지고*|with that|audio/row24_chunk1.wav|audio/row24_chunk2.wav|audio/row24_chunk3.wav
25|564|발01|명|신체의 일부|A|foot|*발*이 크다|to have big feet|*발*을 씻다|to wash one's feet|*발*을 다치다|to hurt one's foot|audio/row25_chunk1.wav|audio/row25_chunk2.wav|audio/row25_chunk3.wav
26|576|말다03|동|그만두다|A|to stop/quit|하기로 하다가 *말다*|to start then stop|그만 *두고* 말았다|ended up quitting|하다 *말* 거면 하지 마|if you're going to quit halfway, don't do it|audio/row26_chunk1.wav|audio/row26_chunk2.wav|audio/row26_chunk3.wav
27|590|적다02|형|경험이 ~|A|to be few/little|사람이 *적다*|to be few people|돈이 *적다*|to be little money|양이 *적어요*|the amount is small|audio/row27_chunk1.wav|audio/row27_chunk2.wav|audio/row27_chunk3.wav
28|622|참01|부|참으로|A|really/truly|*참* 예쁘다|really pretty|*참* 좋은 사람|truly good person|*참* 잘했어요|very well done|audio/row28_chunk1.wav|audio/row28_chunk2.wav|audio/row28_chunk3.wav
29|653|어른01|명||A|adult|*어른*이 되다|to become an adult|*어른* 말씀을 듣다|to listen to adults|공경해야 할 *어른*|elders to respect|audio/row29_chunk1.wav|audio/row29_chunk2.wav|audio/row29_chunk3.wav
30|689|환자03|명|患者|A|patient|병원의 *환자*|hospital patient|*환자*를 치료하다|to treat a patient|중환자실의 *환자*|patient in the ICU|audio/row30_chunk1.wav|audio/row30_chunk2.wav|audio/row30_chunk3.wav
31|699|대화06|명|對話|A|conversation|*대화*를 나누다|to have a conversation|*대화*가 안 통하다|cannot communicate|진지한 *대화*|serious conversation|audio/row31_chunk1.wav|audio/row31_chunk2.wav|audio/row31_chunk3.wav
32|701|올해|명||A|this year|*올해* 목표|this year's goal|*올해* 들어|since the start of this year|*올해* 스무 살|twenty years old this year|audio/row32_chunk1.wav|audio/row32_chunk2.wav|audio/row32_chunk3.wav
33|716|걸다02|동|옷을 ~|A|to hang|옷을 *걸다*|to hang clothes|전화를 *걸다*|to make a phone call|그림을 *걸었다*|hung a painting|audio/row33_chunk1.wav|audio/row33_chunk2.wav|audio/row33_chunk3.wav
34|718|멀다02|형|갈 길이 ~|A|to be far|거리가 *멀다*|the distance is far|집에서 *멀어요*|it's far from home|*먼* 훗날|the distant future|audio/row34_chunk1.wav|audio/row34_chunk2.wav|audio/row34_chunk3.wav
35|722|잠시|부|暫時|A|for a moment|*잠시*만 기다리세요|please wait a moment|*잠시* 쉬다|to rest for a while|*잠시* 뒤에|after a short while|audio/row35_chunk1.wav|audio/row35_chunk2.wav|audio/row35_chunk3.wav
36|756|잃다|동||A|to lose|길을 *잃다*|to get lost|돈을 *잃었다*|lost money|희망을 *잃다*|to lose hope|audio/row36_chunk1.wav|audio/row36_chunk2.wav|audio/row36_chunk3.wav
37|794|언제나|부||A|always/anytime|*언제나* 환영이다|always welcome|*언제나* 변함없다|always the same/unchanging|*언제나* 그 자리에|always in that spot|audio/row37_chunk1.wav|audio/row37_chunk2.wav|audio/row37_chunk3.wav
38|802|어린이01|명||A|child|*어린이* 공원|children's park|*어린이*날|Children's Day|*어린이* 도서관|children's library|audio/row38_chunk1.wav|audio/row38_chunk2.wav|audio/row38_chunk3.wav
39|834|드리다01|보|도와 ~|A|to do (honorific aux)|도와 *드리다*|to help (honorific)|말씀 *드리다*|to tell (honorific)|선물해 *드렸다*|gave a gift (honorific)|audio/row39_chunk1.wav|audio/row39_chunk2.wav|audio/row39_chunk3.wav
40|845|어떠하다|형||A|to be how/what|상태가 *어떠하니*?|how is the condition?|마음이 *어떠해*?|how do you feel?|*어떠한* 경우에도|in any case|audio/row40_chunk1.wav|audio/row40_chunk2.wav|audio/row40_chunk3.wav
41|925|장22|의|張. 종이 한 ~|A|sheet (counter)|종이 한 *장*|a sheet of paper|수건 두 *장*|two towels|표 한 *장*|one ticket|audio/row41_chunk1.wav|audio/row41_chunk2.wav|audio/row41_chunk3.wav
42|928|식사03|명|食事|A|meal|*식사* 하셨어요?|have you had your meal?|맛있는 *식사*|delicious meal|*식사* 시간|mealtime|audio/row42_chunk1.wav|audio/row42_chunk2.wav|audio/row42_chunk3.wav
43|957|팔01|명|신체의 일부|A|arm|*팔*이 길다|to have long arms|*팔*을 다치다|to hurt one's arm|*팔*짱을 끼다|to cross one's arms|audio/row43_chunk1.wav|audio/row43_chunk2.wav|audio/row43_chunk3.wav
44|974|낮다|형||A|to be low|온도가 *낮다*|temperature is low|*낮은* 산|low mountain|점수가 *낮아요*|the score is low|audio/row44_chunk1.wav|audio/row44_chunk2.wav|audio/row44_chunk3.wav
45|978|오래02|부||A|long/for a long time|*오래* 기다렸어요|I waited a long time|*오래* 살다|to live long|*오래*된 책|old book|audio/row45_chunk1.wav|audio/row45_chunk2.wav|audio/row45_chunk3.wav
46|1002|즐겁다|형||A|to be pleasant/joyful|*즐거운* 시간|pleasant time|노래가 *즐겁다*|the song is joyful|*즐겁게* 놀다|to have fun playing|audio/row46_chunk1.wav|audio/row46_chunk2.wav|audio/row46_chunk3.wav
47|1007|싸우다|동||A|to fight/quarrel|친구와 *싸우다*|to fight with a friend|말다툼하며 *싸웠다*|fought with words|그만 *싸워*|stop fighting|audio/row47_chunk1.wav|audio/row47_chunk2.wav|audio/row47_chunk3.wav
48|1040|작년|명|昨年|A|last year|*작년* 여름|last summer|*작년*부터 시작했다|started from last year|*작년* 이맘때|this time last year|audio/row48_chunk1.wav|audio/row48_chunk2.wav|audio/row48_chunk3.wav
49|1068|남녀|명|男女|A|men and women|*남녀* 노소|men and women of all ages|*남녀* 평등|gender equality|*남녀* 관계|relationship between man and woman|audio/row49_chunk1.wav|audio/row49_chunk2.wav|audio/row49_chunk3.wav
50|1077|맑다01|형||A|to be clear/pure|날씨가 *맑다*|the weather is clear|*맑은* 공기|fresh air|*맑은* 물|clear water|audio/row50_chunk1.wav|audio/row50_chunk2.wav|audio/row50_chunk3.wav
